Al,"23/02/2024"
 
Ticker dell'emittente,Nome,Settore,Asset Class,Valore di mercato,Ponderazione (%),Valore nozionale,Nominale,Prezzo,Area Geografica,Cambio,Valuta di mercato
"ODAS.E","ODAS ELEKTRIK URETIM SANAYI TICARE","Imprese di servizi di pubblica utilità","Azionario","720.978,94","0,00","720.978,94","2.125.554,00","0,34","Turchia","Istanbul Stock Exchange","TRY"
"300957","YUNNAN BOTANEE BIO-TECHNOLOGY GROU","Generi di largo consumo","Azionario","721.073,92","0,00","721.073,92","80.200,00","8,99","Cina","Shenzhen Stock Exchange","CNY"
"2001","CHINA NEW HIGHER EDUCATION GROUP L","Consumi Discrezionali","Azionario","718.267,94","0,00","718.267,94","2.275.310,00","0,32","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"JHSF3","JHSF PARTICIPACOES SA","Immobili","Azionario","718.644,63","0,00","718.644,63","822.469,00","0,87","Brasile","XBSP","BRL"
"3152","ADVANCED CERAMIC X CORP","IT","Azionario","718.648,04","0,00","718.648,04","98.000,00","7,33","Taiwan","Gretai Securities Market","TWD"
"9997","KANGJI MEDICAL HOLDINGS LTD","Salute","Azionario","717.713,82","0,00","717.713,82","872.000,00","0,82","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"002821","ASYMCHEM LABORATORIES (TIANJIN) LT","Salute","Azionario","717.766,19","0,00","717.766,19","53.480,00","13,42","Cina","Shenzhen Stock Exchange","CNY"
"272290","INNOX ADVANCED MATERIALS LTD","IT","Azionario","715.817,96","0,00","715.817,96","31.239,00","22,91","Corea","Korea Exchange (Kosdaq)","KRW"
"603606","NINGBO ORIENT WIRES & CABLES LTD A","Industriali","Azionario","713.108,61","0,00","713.108,61","136.400,00","5,23","Cina","Shanghai Stock Exchange","CNY"
"CKP.R","CK POWER NON-VOTING DR PCL","Imprese di servizi di pubblica utilità","Azionario","713.961,81","0,00","713.961,81","6.349.600,00","0,11","Tailandia","Stock Exchange Of Thailand","THB"
"323990","VAXCELL BIO THERAPEUTICS","Salute","Azionario","710.480,34","0,00","710.480,34","46.471,00","15,29","Corea","Korea Exchange (Kosdaq)","KRW"
"BAT","BRITISH AMERICAN TOBACCO (MALAYSIA","Generi di largo consumo","Azionario","710.516,59","0,00","710.516,59","385.300,00","1,84","Malesia","Bursa Malaysia","MYR"
"2362","JINCHUAN GROUP INTERNATIONAL RESOU","Materiali","Azionario","711.153,57","0,00","711.153,57","8.305.000,00","0,09","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"3515","ASROCK INC","IT","Azionario","711.299,06","0,00","711.299,06","90.000,00","7,90","Taiwan","Taiwan Stock Exchange","TWD"
"RAKCEC","RAS AL KHAIMAH CERAMICS","Industriali","Azionario","712.068,75","0,00","712.068,75","920.913,00","0,77","Emirati Arabi Uniti","Abu Dhabi Securities Exchange","AED"
"GARFIBRES","GARWARE TECHNICAL FIBRES LTD","Consumi Discrezionali","Azionario","709.485,85","0,00","709.485,85","16.679,00","42,54","India","National Stock Exchange Of India","INR"
"JAS.R","JASMINE INTERNATIONAL NON-VOTING D","Comunicazione","Azionario","709.966,63","0,00","709.966,63","12.207.200,00","0,06","Tailandia","Stock Exchange Of Thailand","THB"
"6069","SY HOLDINGS GROUP LTD","Finanziari","Azionario","710.261,49","0,00","710.261,49","1.280.500,00","0,55","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"002603","SHIJIAZHUANG YILING PHARMACEUTICAL","Salute","Azionario","706.921,50","0,00","706.921,50","239.200,00","2,96","Cina","Shenzhen Stock Exchange","CNY"
"601238","GUANGZHOU AUTOMOBILE GROUP LTD A","Consumi Discrezionali","Azionario","708.304,97","0,00","708.304,97","586.100,00","1,21","Cina","Shanghai Stock Exchange","CNY"
"517","COSCO SHIPPING INTERNATIONAL (HONG","Industriali","Azionario","704.603,55","0,00","704.603,55","1.598.000,00","0,44","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"460","SIHUAN PHARMACEUTICAL HOLDINGS GRO","Salute","Azionario","702.724,81","0,00","702.724,81","9.480.000,00","0,07","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"344820","KCC GLASS CORP","Industriali","Azionario","702.985,61","0,00","702.985,61","21.965,00","32,00","Corea","Korea Exchange (Stock Market)","KRW"
"600884","NINGBO SHANSHAN LTD A","Materiali","Azionario","703.025,43","0,00","703.025,43","448.000,00","1,57","Cina","Shanghai Stock Exchange","CNY"
"AARTIPHARM","AARTI PHARMALABS LTD","Salute","Azionario","703.304,96","0,00","703.304,96","113.181,00","6,21","India","National Stock Exchange Of India","INR"
"KC","KINGSOFT CLOUD HOLDINGS ADR REPRES","IT","Azionario","701.567,10","0,00","701.567,10","230.022,00","3,05","Cina","NASDAQ","USD"
"1322","AL MASANE AL KOBRA MINING","Materiali","Azionario","698.824,02","0,00","698.824,02","43.465,00","16,08","Arabia Saudita","Saudi Stock Exchange","SAR"
"002841","GUANGZHOU SHIYUAN ELECTRONIC TECHN","IT","Azionario","695.388,67","0,00","695.388,67","131.200,00","5,30","Cina","Shenzhen Stock Exchange","CNY"
"2608","KERRY TJ LOGISTICS COMPANY LTD","Industriali","Azionario","692.915,52","0,00","692.915,52","581.000,00","1,19","Taiwan","Taiwan Stock Exchange","TWD"
"300251","BEIJING ENLIGHT MEDIA LTD A","Comunicazione","Azionario","692.947,47","0,00","692.947,47","609.798,00","1,14","Cina","Shenzhen Stock Exchange","CNY"
"WAHA","WAHA CAPITAL","Finanziari","Azionario","693.982,01","0,00","693.982,01","1.473.388,00","0,47","Emirati Arabi Uniti","Abu Dhabi Securities Exchange","AED"
"091700","PARTRON LTD","IT","Azionario","694.357,69","0,00","694.357,69","115.240,00","6,03","Corea","Korea Exchange (Kosdaq)","KRW"
"005250","GREEN CROSS HOLDINGS","Salute","Azionario","691.269,24","0,00","691.269,24","54.252,00","12,74","Corea","Korea Exchange (Stock Market)","KRW"
"001720","SHINYOUNG SECURITIES LTD","Finanziari","Azionario","691.715,94","0,00","691.715,94","13.441,00","51,46","Corea","Korea Exchange (Stock Market)","KRW"
"4040","SAUDI PUBLIC TRANSPORT","Industriali","Azionario","689.599,20","0,00","689.599,20","127.406,00","5,41","Arabia Saudita","Saudi Stock Exchange","SAR"
"SYMPHONY","SYMPHONY LTD","Consumi Discrezionali","Azionario","690.399,72","0,00","690.399,72","62.459,00","11,05","India","National Stock Exchange Of India","INR"
"PGEL","PG ELECTROPLAST LTD","IT","Azionario","690.688,14","0,00","690.688,14","31.047,00","22,25","India","National Stock Exchange Of India","INR"
"1231","LIAN HWA FOODS CORP","Generi di largo consumo","Azionario","688.140,26","0,00","688.140,26","249.700,00","2,76","Taiwan","Taiwan Stock Exchange","TWD"
"2233","WEST CHINA CEMENT LTD","Materiali","Azionario","688.423,39","0,00","688.423,39","7.182.000,00","0,10","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"826","TIANGONG INTERNATIONAL LTD","Materiali","Azionario","688.492,41","0,00","688.492,41","3.132.000,00","0,22","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"007390","NATURECELL LTD","Salute","Azionario","688.618,51","0,00","688.618,51","127.127,00","5,42","Corea","Korea Exchange (Kosdaq)","KRW"
"MALLPLAZA","PLAZA SA","Immobili","Azionario","686.149,75","0,00","686.149,75","493.463,00","1,39","Cile","Santiago Stock Exchange","CLP"
"3613","BEIJING TONG REN TANG CHINESE MEDI","Salute","Azionario","686.328,51","0,00","686.328,51","555.337,00","1,24","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"3319","A-LIVING SERVICES LTD H","Immobili","Azionario","686.799,63","0,00","686.799,63","1.468.250,00","0,47","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"AGI","AGI GREENPAC LTD","Materiali","Azionario","682.957,99","0,00","682.957,99","70.598,00","9,67","India","National Stock Exchange Of India","INR"
"3868","XINYI ENERGY HOLDINGS LTD","Imprese di servizi di pubblica utilità","Azionario","684.090,79","0,00","684.090,79","4.866.000,00","0,14","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"082640","TONG YANG LIFE INSURANCE LTD","Finanziari","Azionario","684.323,77","0,00","684.323,77","166.217,00","4,12","Corea","Korea Exchange (Stock Market)","KRW"
"002938","AVARY HOLDING (SHENZHEN) LTD A","IT","Azionario","684.756,74","0,00","684.756,74","245.900,00","2,78","Cina","Shenzhen Stock Exchange","CNY"
"2171","CARSGEN THERAPEUTICS LTD","Salute","Azionario","680.962,76","0,00","680.962,76","852.500,00","0,80","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"8255","ACTRON TECHNOLOGY CORP","Consumi Discrezionali","Azionario","681.854,97","0,00","681.854,97","125.513,00","5,43","Taiwan","Gretai Securities Market","TWD"
"025900","DONGWHA HOLDINGS LTD","Materiali","Azionario","679.342,17","0,00","679.342,17","13.143,00","51,69","Corea","Korea Exchange (Kosdaq)","KRW"
"TAANN","TA ANN HOLDINGS","Generi di largo consumo","Azionario","680.671,90","0,00","680.671,90","888.500,00","0,77","Malesia","Bursa Malaysia","MYR"
"VESTL.E","VESTEL ELEKTRONIK SANAYI VE TICARE","Consumi Discrezionali","Azionario","678.484,57","0,00","678.484,57","227.677,00","2,98","Turchia","Istanbul Stock Exchange","TRY"
"PNLF","PANIN FINANCIAL","Finanziari","Azionario","678.781,93","0,00","678.781,93","40.095.700,00","0,02","Indonesia","Indonesia Stock Exchange","IDR"
"6202","HOLTEK SEMICONDUCTOR INC","IT","Azionario","675.481,74","0,00","675.481,74","348.436,00","1,94","Taiwan","Taiwan Stock Exchange","TWD"
"MOVI3","MOVIDA PARTICIPACOES SA","Industriali","Azionario","675.749,71","0,00","675.749,71","408.718,00","1,65","Brasile","XBSP","BRL"
"195940","HK INNO.N CORP","Salute","Azionario","676.194,43","0,00","676.194,43","22.902,00","29,53","Corea","Korea Exchange (Kosdaq)","KRW"
"5607","FARGLORY F T Z INVESTMENT HOLDING","Industriali","Azionario","676.525,49","0,00","676.525,49","345.028,00","1,96","Taiwan","Taiwan Stock Exchange","TWD"
"003470","YUANTA SECURITIES KOREA LTD","Finanziari","Azionario","676.942,78","0,00","676.942,78","330.053,00","2,05","Corea","Korea Exchange (Stock Market)","KRW"
"6689","CHONGQING HONGJIU FRUIT CLASS H LT","Generi di largo consumo","Azionario","673.253,92","0,00","673.253,92","1.310.400,00","0,51","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"JUBLINGREA","JUBILANT INGREVIA LTD","Materiali","Azionario","673.536,16","0,00","673.536,16","120.552,00","5,59","India","National Stock Exchange Of India","INR"
"1789","AK MEDICAL HOLDINGS LTD","Salute","Azionario","673.740,82","0,00","673.740,82","1.071.467,00","0,63","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"ALTIJARIA","COMMERCIAL REAL ESTATE","Immobili","Azionario","671.660,76","0,00","671.660,76","1.845.268,00","0,36","Kuwait","Kuwait Stock Exchange","KWD"
"CLEAN","CLEAN SCIENCE AND TECHNOLOGY LTD","Materiali","Azionario","670.572,49","0,00","670.572,49","37.891,00","17,70","India","National Stock Exchange Of India","INR"
"6548","CHANG WAH TECHNOLOGY LTD","IT","Azionario","667.426,91","0,00","667.426,91","612.500,00","1,09","Taiwan","Gretai Securities Market","TWD"
"VESBE.E","VESTEL BEYAZ ESYA SANAYI VE TICARE","Consumi Discrezionali","Azionario","668.019,35","0,00","668.019,35","1.089.643,00","0,61","Turchia","Istanbul Stock Exchange","TRY"
"2281","TANMIAH FOOD","Generi di largo consumo","Azionario","668.225,14","0,00","668.225,14","19.308,00","34,61","Arabia Saudita","Saudi Stock Exchange","SAR"
"605117","NINGBO DEYE TECHNOLOGY LTD A","Industriali","Azionario","668.412,45","0,00","668.412,45","60.120,00","11,12","Cina","Shanghai Stock Exchange","CNY"
"BBTC","BOMBAY BURMAH TRADING CORP LTD","Generi di largo consumo","Azionario","668.652,22","0,00","668.652,22","32.042,00","20,87","India","National Stock Exchange Of India","INR"
"002916","SHENNAN CIRCUITS LTD A","IT","Azionario","668.689,06","0,00","668.689,06","73.940,00","9,04","Cina","Shenzhen Stock Exchange","CNY"
"3617","CYBERPOWER SYSTEMS INC","Industriali","Azionario","665.589,66","0,00","665.589,66","103.000,00","6,46","Taiwan","Taiwan Stock Exchange","TWD"
"6616","GLOBAL NEW MATERIAL INTERNATIONAL","Materiali","Azionario","665.973,11","0,00","665.973,11","1.343.000,00","0,50","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"6055","CHINA TOBACCO INTERNATIONAL (HK) L","Consumi Discrezionali","Azionario","666.205,72","0,00","666.205,72","526.000,00","1,27","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"600132","CHONGQING BREWERY LTD A","Generi di largo consumo","Azionario","666.423,12","0,00","666.423,12","71.400,00","9,33","Cina","Shanghai Stock Exchange","CNY"
"014830","UNID LTD","Materiali","Azionario","664.364,60","0,00","664.364,60","11.265,00","58,98","Corea","Korea Exchange (Stock Market)","KRW"
"2428","THINKING ELECTRONIC INDUSTRIAL LTD","IT","Azionario","661.772,63","0,00","661.772,63","127.000,00","5,21","Taiwan","Taiwan Stock Exchange","TWD"
"3552","TUNG THIH ELECTRONIC LTD","Consumi Discrezionali","Azionario","662.311,13","0,00","662.311,13","159.000,00","4,17","Taiwan","Gretai Securities Market","TWD"
"600754","SHANGHAI JIN JIANG INTERNATIONAL H","Consumi Discrezionali","Azionario","663.226,61","0,00","663.226,61","163.700,00","4,05","Cina","Shanghai Stock Exchange","CNY"
"GABRIEL","GABRIEL INDIA LTD","Consumi Discrezionali","Azionario","659.677,26","0,00","659.677,26","151.853,00","4,34","India","National Stock Exchange Of India","INR"
"100090","SK OCEANPLANT COLTD LTD","Industriali","Azionario","658.550,77","0,00","658.550,77","67.428,00","9,77","Corea","Korea Exchange (Stock Market)","KRW"
"097520","MCNEX LTD","IT","Azionario","656.347,36","0,00","656.347,36","34.193,00","19,20","Corea","Korea Exchange (Stock Market)","KRW"
"8163","DARFON ELECTRONICS CORP","IT","Azionario","657.227,03","0,00","657.227,03","399.000,00","1,65","Taiwan","Taiwan Stock Exchange","TWD"
"IGRD","ESTITHMAR HOLDING","Industriali","Azionario","657.413,06","0,00","657.413,06","1.228.138,00","0,54","Qatar","Qatar Exchange","QAR"
"002508","HANGZHOU ROBAM APPLIANCES LTD A","Consumi Discrezionali","Azionario","654.518,44","0,00","654.518,44","199.800,00","3,28","Cina","Shenzhen Stock Exchange","CNY"
"6196","MARKETECH INTERNATIONAL CORP","IT","Azionario","651.762,81","0,00","651.762,81","129.000,00","5,05","Taiwan","Taiwan Stock Exchange","TWD"
"009450","KYUNG DONG NAVIEN LTD","Industriali","Azionario","651.888,06","0,00","651.888,06","15.412,00","42,30","Corea","Korea Exchange (Stock Market)","KRW"
"TVO.R","THAI VEGETABLE OIL NON-VOTING DR P","Generi di largo consumo","Azionario","652.035,14","0,00","652.035,14","1.115.799,00","0,58","Tailandia","Stock Exchange Of Thailand","THB"
"057050","HD HOME SHOPPING CORP","Consumi Discrezionali","Azionario","652.235,08","0,00","652.235,08","18.277,00","35,69","Corea","Korea Exchange (Stock Market)","KRW"
"KONYA.E","KONYA CIMENTO SANAYII A","Materiali","Azionario","652.295,20","0,00","652.295,20","2.289,00","284,97","Turchia","Istanbul Stock Exchange","TRY"
"4261","THEEB RENT A CAR","Industriali","Azionario","652.671,38","0,00","652.671,38","33.304,00","19,60","Arabia Saudita","Saudi Stock Exchange","SAR"
"EUR","EUR CASH","Liquidità e/o derivati","Contanti","651.107,45","0,00","651.107,45","601.679,00","108,21","Unione Europea","-","EUR"
"MILS3","MILLS ESTRUTURAS E SERVICOS DE ENG","Industriali","Azionario","650.217,44","0,00","650.217,44","265.509,00","2,45","Brasile","XBSP","BRL"
"300751","SUZHOU MAXWELL TECHNOLOGIES LTD A","IT","Azionario","650.512,97","0,00","650.512,97","39.168,00","16,61","Cina","Shenzhen Stock Exchange","CNY"
"8942","XXENTRIA TECHNOLOGY MATERIALS LTD","Industriali","Azionario","651.027,59","0,00","651.027,59","282.700,00","2,30","Taiwan","Gretai Securities Market","TWD"
"UNISEM","UNISEM M","IT","Azionario","651.153,53","0,00","651.153,53","934.200,00","0,70","Malesia","Bursa Malaysia","MYR"
"38","FIRST TRACTOR LTD H","Industriali","Azionario","645.749,19","0,00","645.749,19","802.000,00","0,81","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADVENZYMES","ADVANCED ENZYME TECHNOLOGIES LTD","Materiali","Azionario","646.731,35","0,00","646.731,35","131.696,00","4,91","India","National Stock Exchange Of India","INR"
"CNVRG","CONVERGE INFORMATION & COMMUNICATI","Comunicazione","Azionario","647.002,11","0,00","647.002,11","3.698.100,00","0,17","Filippine","Philippine Stock Exchange Inc.","PHP"
"2108","NANTEX INDUSTRY LTD","Materiali","Azionario","647.296,40","0,00","647.296,40","570.000,00","1,14","Taiwan","Taiwan Stock Exchange","TWD"
"CZG","CZG CESKA ZBROJOVKA GROUP SE","Industriali","Azionario","647.408,49","0,00","647.408,49","24.662,00","26,25","Repubblica Ceca","Prague Stock Exchange","CZK"
"BALAMINES","BALAJI AMINES LTD","Materiali","Azionario","644.299,39","0,00","644.299,39","23.880,00","26,98","India","National Stock Exchange Of India","INR"
"CMSINFO","CMS INFO SYSTEMS LTD","Industriali","Azionario","644.544,98","0,00","644.544,98","139.723,00","4,61","India","National Stock Exchange Of India","INR"
"KSCL","KAVERI SEED COMPANY LTD","Generi di largo consumo","Azionario","643.445,00","0,00","643.445,00","79.859,00","8,06","India","National Stock Exchange Of India","INR"
"300720","HANILCMT LTD","Materiali","Azionario","639.832,16","0,00","639.832,16","67.324,00","9,50","Corea","Korea Exchange (Stock Market)","KRW"
"ASHOKA","ASHOKA BUILDCON LTD","Industriali","Azionario","640.241,90","0,00","640.241,90","296.776,00","2,16","India","National Stock Exchange Of India","INR"
"KWD","KWD CASH","Liquidità e/o derivati","Contanti","638.209,55","0,00","638.209,55","196.377,00","324,99","Kuwait","-","KWD"
"ICHI.R","ICHITAN GROUP PCL NON-VOTING DR","Generi di largo consumo","Azionario","639.175,52","0,00","639.175,52","1.303.900,00","0,49","Tailandia","Stock Exchange Of Thailand","THB"
"000050","TIANMA MICROELECTRONICS LTD A","IT","Azionario","639.242,43","0,00","639.242,43","516.500,00","1,24","Cina","Shenzhen Stock Exchange","CNY"
"NRE","NATIONAL REAL ESTATE","Immobili","Azionario","639.663,15","0,00","639.663,15","2.445.023,00","0,26","Kuwait","Kuwait Stock Exchange","KWD"
"ORIENTELEC","ORIENT ELECTRIC LTD","Consumi Discrezionali","Azionario","639.790,76","0,00","639.790,76","251.818,00","2,54","India","National Stock Exchange Of India","INR"
"WSTCSTPAPR","WEST COAST PAPER MILLS LTD","Materiali","Azionario","636.069,14","0,00","636.069,14","80.009,00","7,95","India","National Stock Exchange Of India","INR"
"SIS","SIS LTD","Industriali","Azionario","636.156,86","0,00","636.156,86","120.354,00","5,29","India","National Stock Exchange Of India","INR"
"SMRTG.E","SMART GUNES ENERJISI TEKNOLOJILERI","IT","Azionario","636.195,24","0,00","636.195,24","280.807,00","2,27","Turchia","Istanbul Stock Exchange","TRY"
"SPCG.R","SPCG NON-VOTING DR PCL","Imprese di servizi di pubblica utilità","Azionario","637.410,51","0,00","637.410,51","1.886.500,00","0,34","Tailandia","Stock Exchange Of Thailand","THB"
"VRLLOG","VRL LOGISTICS LTD","Industriali","Azionario","637.735,78","0,00","637.735,78","91.420,00","6,98","India","National Stock Exchange Of India","INR"
"002271","BEIJING ORIENTAL YUHONG WATERPROOF","Materiali","Azionario","634.836,17","0,00","634.836,17","267.100,00","2,38","Cina","Shenzhen Stock Exchange","CNY"
"UWC","UWC","Industriali","Azionario","632.268,76","0,00","632.268,76","878.100,00","0,72","Malesia","Bursa Malaysia","MYR"
"300142","WALVAX BIOTECHNOLOGY LTD A","Salute","Azionario","632.300,69","0,00","632.300,69","249.297,00","2,54","Cina","Shenzhen Stock Exchange","CNY"
"079160","CJ CGV LTD","Comunicazione","Azionario","632.456,48","0,00","632.456,48","150.327,00","4,21","Corea","Korea Exchange (Stock Market)","KRW"
"020000","HANDSOME CORP","Consumi Discrezionali","Azionario","632.929,45","0,00","632.929,45","41.603,00","15,21","Corea","Korea Exchange (Stock Market)","KRW"
"600563","XIAMEN FARATRONIC LTD A","IT","Azionario","633.264,01","0,00","633.264,01","44.200,00","14,33","Cina","Shanghai Stock Exchange","CNY"
"AMANAT","AMANAT HOLDING","Finanziari","Azionario","633.377,83","0,00","633.377,83","2.174.173,00","0,29","Emirati Arabi Uniti","Dubai Financial Market","AED"
"DOAS.E","DOGUS OTOMOTIV SERVIS VE TICARET A","Consumi Discrezionali","Azionario","633.567,96","0,00","633.567,96","71.851,00","8,82","Turchia","Istanbul Stock Exchange","TRY"
"069080","WEBZEN INC","Comunicazione","Azionario","633.730,90","0,00","633.730,90","48.312,00","13,12","Corea","Korea Exchange (Kosdaq)","KRW"
"8478","ALEXANDER MARINE LTD","Consumi Discrezionali","Azionario","633.849,66","0,00","633.849,66","58.000,00","10,93","Taiwan","Taiwan Stock Exchange","TWD"
"225570","NEXON GAMES LTD","Comunicazione","Azionario","630.783,33","0,00","630.783,33","60.885,00","10,36","Corea","Korea Exchange (Kosdaq)","KRW"
"2707","FORMOSA INTERNATIONAL HOTELS CORP","Consumi Discrezionali","Azionario","631.426,40","0,00","631.426,40","97.000,00","6,51","Taiwan","Taiwan Stock Exchange","TWD"
"005880","KOREA LINE CORP","Industriali","Azionario","631.559,93","0,00","631.559,93","417.190,00","1,51","Corea","Korea Exchange (Stock Market)","KRW"
"SBFG3","GRUPO SBF SA","Consumi Discrezionali","Azionario","628.873,95","0,00","628.873,95","249.445,00","2,52","Brasile","XBSP","BRL"
"215000","GOLFZON LTD","Consumi Discrezionali","Azionario","626.291,42","0,00","626.291,42","10.579,00","59,20","Corea","Korea Exchange (Kosdaq)","KRW"
"JMART.R","JAYMART GROUP HOLDINGS NON-VOTING","IT","Azionario","627.660,18","0,00","627.660,18","1.531.300,00","0,41","Tailandia","Stock Exchange Of Thailand","THB"
"BORORENEW","BOROSIL RENEWABLES LTD","IT","Azionario","625.081,36","0,00","625.081,36","93.458,00","6,69","India","National Stock Exchange Of India","INR"
"2255","HAICHANG OCEAN PARK HOLDINGS LTD","Consumi Discrezionali","Azionario","625.336,13","0,00","625.336,13","6.612.000,00","0,09","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"2605","SINCERE NAVIGATION CORP","Industriali","Azionario","625.690,87","0,00","625.690,87","724.860,00","0,86","Taiwan","Taiwan Stock Exchange","TWD"
"000733","CHINA ZHENHUA (GROUP) SCIENCE & TE","IT","Azionario","622.296,58","0,00","622.296,58","91.700,00","6,79","Cina","Shenzhen Stock Exchange","CNY"
"JALL3","JALLES MACHADO SA","Generi di largo consumo","Azionario","622.358,92","0,00","622.358,92","419.097,00","1,48","Brasile","XBSP","BRL"
"6732","SENSORTEK TECHNOLOGY CORP","IT","Azionario","622.477,75","0,00","622.477,75","43.000,00","14,48","Taiwan","Gretai Securities Market","TWD"
"1516","SUNAC SERVICES HOLDINGS LTD","Immobili","Azionario","623.741,12","0,00","623.741,12","2.490.000,00","0,25","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"300759","PHARMARON BEIJING LTD A","Salute","Azionario","620.470,78","0,00","620.470,78","201.800,00","3,07","Cina","Shenzhen Stock Exchange","CNY"
"ROLEXRINGS","ROLEX RINGS LTD","Industriali","Azionario","620.483,92","0,00","620.483,92","23.862,00","26,00","India","National Stock Exchange Of India","INR"
"002044","MEINIAN ONEHEALTH HEALTHCARE HOLDI","Salute","Azionario","621.374,03","0,00","621.374,03","827.800,00","0,75","Cina","Shenzhen Stock Exchange","CNY"
"GPW","GPW SA","Finanziari","Azionario","618.599,35","0,00","618.599,35","55.497,00","11,15","Polonia","Warsaw Stock Exchange/Equities/Main Market","PLN"
"000629","PANGANG GROUP VANADIUM TITANIUM&RE","Materiali","Azionario","619.086,61","0,00","619.086,61","1.430.100,00","0,43","Cina","Shenzhen Stock Exchange","CNY"
"MCGS","MEDICARE GROUP","Salute","Azionario","619.974,64","0,00","619.974,64","495.028,00","1,25","Qatar","Qatar Exchange","QAR"
"00088K","HANWHA P PREF CORP","Industriali","Azionario","619.974,91","0,00","619.974,91","53.137,00","11,67","Corea","Korea Exchange (Stock Market)","KRW"
"ERW.R","THE ERAWAN GROUP NON-VOTING DR PCL","Consumi Discrezionali","Azionario","616.321,43","0,00","616.321,43","4.694.900,00","0,13","Tailandia","Stock Exchange Of Thailand","THB"
"TI","TILAKNAGAR INDUSTRIES LTD","Generi di largo consumo","Azionario","617.656,33","0,00","617.656,33","225.207,00","2,74","India","National Stock Exchange Of India","INR"
"600872","JONJEE HI-TECH INDUSTRIAL AND COMM","Generi di largo consumo","Azionario","612.567,59","0,00","612.567,59","173.611,00","3,53","Cina","Shanghai Stock Exchange","CNY"
"JAMNAAUTO","JAMNA AUTO INDUSTRIES LTD","Industriali","Azionario","613.043,92","0,00","613.043,92","440.277,00","1,39","India","National Stock Exchange Of India","INR"
"688122","WESTERN SUPERCONDUCTING TECHNOLOGI","Materiali","Azionario","613.487,43","0,00","613.487,43","112.422,00","5,46","Cina","Shanghai Stock Exchange","CNY"
"300661","SG MICRO CORP A","IT","Azionario","610.977,90","0,00","610.977,90","64.350,00","9,49","Cina","Shenzhen Stock Exchange","CNY"
"GHCL","GHCL LTD","Materiali","Azionario","608.656,61","0,00","608.656,61","98.571,00","6,17","India","National Stock Exchange Of India","INR"
"1789","SCINOPHARM TAIWAN LTD","Salute","Azionario","608.799,05","0,00","608.799,05","764.182,00","0,80","Taiwan","Taiwan Stock Exchange","TWD"
"KSL.R","KHON KAEN SUGAR INDUSTRY NON-VOTIN","Generi di largo consumo","Azionario","610.016,39","0,00","610.016,39","8.537.274,00","0,07","Tailandia","Stock Exchange Of Thailand","THB"
"6411","AMAZING MICROELECTRONIC CORP","IT","Azionario","610.153,16","0,00","610.153,16","167.495,00","3,64","Taiwan","Gretai Securities Market","TWD"
"600460","HANGZHOU SILAN MICROELECTRONICS LT","IT","Azionario","607.831,28","0,00","607.831,28","221.700,00","2,74","Cina","Shanghai Stock Exchange","CNY"
"034310","NICE HOLDINGS LTD","Finanziari","Azionario","607.940,80","0,00","607.940,80","61.303,00","9,92","Corea","Korea Exchange (Stock Market)","KRW"
"QIGD","QATARI INVESTORS GROUP","Materiali","Azionario","608.201,43","0,00","608.201,43","1.177.905,00","0,52","Qatar","Qatar Exchange","QAR"
"6185","CANSINO BIOLOGICS INC H","Salute","Azionario","602.779,00","0,00","602.779,00","269.200,00","2,24","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"6153","CAREER TECHNOLOGY (MFG) LTD","IT","Azionario","602.923,06","0,00","602.923,06","897.815,00","0,67","Taiwan","Taiwan Stock Exchange","TWD"
"1565","ST.SHINE OPTICAL LTD","Salute","Azionario","603.360,89","0,00","603.360,89","95.000,00","6,35","Taiwan","Gretai Securities Market","TWD"
"3306","JNBY DESIGN LTD","Consumi Discrezionali","Azionario","601.282,25","0,00","601.282,25","399.378,00","1,51","Cina","Hong Kong Exchanges And Clearing Ltd","HKD"
"2231","CUB ELECPARTS INC","Consumi Discrezionali","Azionario","601.737,46","0,00","601.737,46","146.125,00","4,12","Taiwan","Taiwan Stock Exchange","TWD"
"AFFIN","AFFIN BANK","Finanziari","Azionario","602.307,69","0,00","602.307,69","1.102.500,00","0,55","Malesia","Bursa Malaysia","MYR"
